filename,target_classes,recording_device,device_placement,recording_environment,scene_description,license,collector_id,non_target_classes
004005.wav,footsteps;door_open_close;keychain;light_switch,Xiaomi 14T,mobile,hallway,I approached the door opened it with a key and then turned on the lights.,"CC-BY 4.0 (Attribution License), Author: Oleksandr Samoliuk",f05a863ea1734b0c,room_reverberation
004686.wav,footsteps;keychain;keyboard_typing;phone_ringing,Digital Player,static,kitchen,"I typed on the keyboard, stood up and walked away, than came back with the keys and put them on the table. I sat down, continued typing and got notification.",CC0 (Public Domain Dedication),a3b63228ffc852d5,microphone_noise;moving_chair;putting_keys_on_table
001052.wav,wardrobe_drawer_open_close;keychain,iPhone 15,static,bedroom,"I opened a drawer, took out my keychain and then closed the drawer again.",CC0 (Public Domain Dedication),7850e29873521d4f,
000897.wav,wardrobe_drawer_open_close,Samsung Galaxy A55,static,living_room,"I open a wardrobe drawer, move something inside briefly, and close the drawer.",CC0 (Public Domain Dedication),1508345d0b19156f,fabric_rustle
002046.wav,coffee_machine;cutlery_dishes,Google Pixel 7 Pro,static,kitchen,"Putting down a mug on the coffee machine so the machine can pour coffee in it, turned on the coffee machine and after I stirred the coffee with a tea spoon","CC-BY 4.0 (Attribution License), Author: Ignas Lūža",26b580ebe0702efe,
003773.wav,footsteps;toilet_flushing;window_open_close;running_water,Samsung Galaxy S21 5G,static,toilet,"I entered the bathroom and flushed the toilet. At the same time I opened the window. Then I turned on the tap in the sink, stopped the water and left the bathroom.","CC-BY 4.0 (Attribution License), Author: Nevena Rogova",26a242adaa5bb590,
005691.wav,keyboard_typing;light_switch;vacuum_cleaner,iPhone 12 Pro,static,office,"I start typing on my keyboard and stop for a while. Then I turn off the lights in the room. Whilst all of this is happening, a vacuum cleaner is audible in the background.",CC0 (Public Domain Dedication),59295f62b84fc268,
000761.wav,window_open_close;keychain;footsteps;door_open_close,iphone_17pro,mobile,living_room;bedroom,"forgot to close my windows so I came back ,opened the door and then closed windows",CC0 (Public Domain Dedication),922fad41ef667aad,
003146.wav,window_open_close;running_water,Samsung Galaxy S21 Ultra,mobile,kitchen;bathroom,"At the beginning water is draining. I opened the water, opened the window, then closed the water and closed the window.",CC0 (Public Domain Dedication),06e7c13cf4117790,water_draining
003562.wav,bell_ringing;door_open_close;footsteps,Samsung A73,mobile,hallway,"The bell rang, then I opened and closed the door and walked a few steps in the hallway. The sequence resembles someone arriving and entering the home.",CC0 (Public Domain Dedication),13074cd904a5a99b,
003590.wav,vacuum_cleaner;keychain;footsteps,Smartphone,static,bedroom,"I picked up my keys from the side and held them in one hand as I switched on the vacuum cleaner with the other. I walked back and forth across the bedroom floor, my keychain jingling as I moved. Once the floor was clean, I turned off the vacuum and set my keys down.",CC0 (Public Domain Dedication),f4b5f0a710931062,
000056.wav,keyboard_typing;bell_ringing;footsteps,Iphone 14,mobile,bedroom,"I was typing on my laptop doing Assignemnts then the door bell rings and I get out of my chair, walk to the door and open it",CC0 (Public Domain Dedication),a38734c69fcc886d,
004724.wav,vacuum_cleaner;phone_ringing;footsteps,iPhone 12 Pro Max,static,living_room,"I vacuumed the room while walking around. During the vacuum cleaner sound, a phone started ringing and both events were audible at the same time.","CC-BY 4.0 (Attribution License), Author: Sergey Gonchar",48d600e18e177e23,
003652.wav,door_open_close;light_switch;window_open_close,iPhone 13 Pro,mobile,bedroom,"I entered the bedroom and opened the door. I switched the light on and then closed the window. At the end of the scene, I sat down on a chair.",CC0 (Public Domain Dedication),9489af293c7e34c2,chair_sitting
000077.wav,footsteps;door_open_close;running_water,Google Pixel 9,mobile,office,"I moved out of my workplace, to hallway. I went to the bathroom and washed my face with water",CC0 (Public Domain Dedication),abd5e9da61970247,voices_background;knocking
000590.wav,cutlery_dishes;coffee_machine;running_water;phone_ringing,Iphone 15 Pro,mobile,kitchen,"I placed a cup and started coffee machine. At the same time, I started washing my hands. While I was doing it, my phone started ringing.","CC-BY 4.0 (Attribution License), Author: Anna Chernenko",3fe16a5205016a87,
000664.wav,keyboard_typing;phone_ringing,Samsung Galaxy A25,static,hallway,I was typing on my laptop when a notification came.,"CC-BY 4.0 (Attribution License), Author: Armin Moradi",31a33037372f2659,
001207.wav,toilet_flushing;running_water,iPhone 14,static,bathroom,I flushed the toilet and turned on the sink to wash my hands.,CC0 (Public Domain Dedication),a828df6520423c33,
002205.wav,running_water;bell_ringing;door_open_close,iPad A16,mobile,kitchen,"Water is running. The doorbell rings. The doorbell rings again, and i turn of the water. I open the door.",CC0 (Public Domain Dedication),e593222a90b0f87f,
004450.wav,keychain;door_open_close;footsteps,iPhone15,static,hallway,My keys jingled outside the door. I put the key in the lock and turned it. The door opened and I stepped inside. I closed the door behind me. I walked in and my keys jingled.,CC0 (Public Domain Dedication),2dd17b8813803d04,key_turning_the_lock
003014.wav,footsteps;window_open_close;coffee_machine;running_water,Samsung Galaxy S21,mobile,living_room,"I closed 2 windows and then went and made some coffee. While the machine is working, i take a glass fill it with water.",CC0 (Public Domain Dedication),bc93b21a8e7810e2,traffic_outside
001029.wav,footsteps;vacuum_cleaner;phone_ringing,iPhone 12,mobile,kitchen,I walked across the room and turned on the vacuum cleaner. I was vacuuming when my phone rang,CC0 (Public Domain Dedication),7fbd9c7497d966de,
005680.wav,coffee_machine;footsteps;vacuum_cleaner,Apple iPad Air 4,static,kitchen,"I turned on the cofffee machine, walked in the kitchen and used the vacuum cleaner.",CC0 (Public Domain Dedication),236eb29658e7721b,
000264.wav,light_switch;door_open_close;toilet_flushing;running_water,iPhone 15 Pro,static,toilet,I turned the lights on closed a door then flushed a toilet after that used water,CC0 (Public Domain Dedication),285292f33916448a,
003838.wav,vacuum_cleaner;phone_ringing;footsteps;running_water,Xiaomi 12 Lite,static,kitchen,"I vacuum the room. The phone rings, so I stop the vacuum and walk to the phone. Then I walk to the sink, run tap water, drink water from a cup, and put the cup on the table.",CC0 (Public Domain Dedication),45eee4b6811d2fb3,drinking;placing_cup
004860.wav,running_water;cutlery_dishes,Xiaomi Redmi 15,static,kitchen,I turn on the water and wash a mug and spoon. After cleaning them I turn off the water and place the spoon on the table.,CC0 (Public Domain Dedication),598de2004a81c35b,dish_handling
004271.wav,door_open_close;phone_ringing;footsteps,Pixel 6 pro,mobile,office,"I heard the phone and went to the office room, I took the phone and started working",CC0 (Public Domain Dedication),46bb11117b598882,paper_rustling
003790.wav,door_open_close;toilet_flushing;running_water;footsteps,Samsung Galaxy S24,mobile,toilet;hallway;bathroom,"Flushed toilet, then went to the bathroom to wash hands and dry them with a towel",CC0 (Public Domain Dedication),0c3dfc7492943bb9,
002715.wav,window_open_close;footsteps;door_open_close;light_switch;toilet_flushing,Zenfone 9,mobile,living_room,"The person walks over to the window, draws back the curtain, and opens the window. Birdsong can be heard, then the person draws the curtain closed again. The person heads for the door, opens it, and closes it behind them. The person goes to the bathroom, opens the door, and switches on the light and the extractor fan. The person lowers the toilet seat and flushes the toilet. Then the person switches off the light and closes the door.",CC0 (Public Domain Dedication),f4aa2870190b42a0,birdsong;extractor_fan;curtain_movement;toilet_seat_lowering
004129.wav,keychain;door_open_close;footsteps,Motorola Moto G54,mobile,hallway;living_room,"I opened the door with a key, walked through it and closed the door. I put down the keys, took off my jacket and shoes.",CC0 (Public Domain Dedication),33c2fe38575e6e74,clothing_noise;friction_against_clothing
005064.wav,running_water;cutlery_dishes,iPhone 15 pro,static,kitchen,"I opened the kitchen faucet and let the water run. While the water was running, I moved dishes and cutlery.","CC-BY 4.0 (Attribution License), Author: Tarannom Gholami",682f1743634d3fc3,
005452.wav,keyboard_typing,Iphone 13pro,static,bedroom,"I was typing an essay on my laptop and highlighting text using the mouse. While working, I coughed briefly and then continued typing.",CC0 (Public Domain Dedication),fd6b4e9f9591e322,coughing
000628.wav,footsteps;keychain;door_open_close,Iphone 15,mobile,hallway;office,"I walked down the hallway to my office. I inserted the key unlocked the door and opened it, I walked inside the room then closed the door. Then I walked inside and sat down on my chair.","CC-BY 4.0 (Attribution License), Author: Ardacan Özdemir",4742daf1c41babc6,sitting_down
000425.wav,keychain;footsteps;light_switch;door_open_close,Samsung Galaxy A25,static,hallway,"I took my keys, went to turn off the lights, then I open and closed the door to leave.","CC-BY 4.0 (Attribution License), Author: Amelia Anna Kimaro",16be35aa794863dc,
005092.wav,toilet_flushing;running_water;footsteps,IPhone12mini,static,bathroom,Toilet flushing as water starts running. The water is shut off and the light is turned off. There is audible TV mumble in the background throughout the entire scene.,"CC-BY 4.0 (Attribution License), Author: Theodor Senk",d44a5f69a004d5aa,television
005239.wav,wardrobe_drawer_open_close;toilet_flushing,iPhone 15,mobile,bathroom,I opened and closed the bathroom drawers while flushing the toilet. Both sounds overlap slightly but are distinguishable.,"CC-BY 4.0 (Attribution License), Author: Tserenchoijil Myagmarjav",7f97a5d62080e018,
000661.wav,vacuum_cleaner;phone_ringing,Samsung Galaxy A25,static,bedroom,I was vacuuming my room when a notification came on my phone.,"CC-BY 4.0 (Attribution License), Author: Armin Moradi",31a33037372f2659,
000821.wav,microwave;cutlery_dishes;wardrobe_drawer_open_close;footsteps,iPhone 15,static,kitchen,"I opened the microwave and put a plate inside. While the microwave was running, I moved cutlery from a pan to the counter. Simultaneously, another person opened and closed the fridge while walking in the kitchen.",CC0 (Public Domain Dedication),374487edc5b64658,
005137.wav,phone_ringing;footsteps;light_switch,iPhone 13 Pro,mobile,bedroom,"My alarm started ringing. I woke up, stretched and stood up. Then I turned off the alarm, picked up my phone and tablet and went to turn on the lights","CC-BY 4.0 (Attribution License), Author: Thomas Platzer",d2b302b5737bdbc4,bed_standing_up;stretching;picking_up_devices
004382.wav,microwave;phone_ringing;footsteps;running_water,iPhone 12 Pro,mobile,kitchen,I entered the kitchen and turned on the microwave and tap while a phone was ringing,"CC-BY 4.0 (Attribution License), Author: Raphael Brandstötter",7acccbabc2d82b0d,
001493.wav,phone_ringing;running_water;cutlery_dishes,phone,static,kitchen,I was washing some cutlery in the running water when a phone starts ringing beside me. I continue washing for a bit then turn off the water and then the ringing phone.,CC0 (Public Domain Dedication),bd0c280c11918d7d,
001937.wav,wardrobe_drawer_open_close;window_open_close,Oneplus 12,static,living_room,"I took the jacket, hung it up, closed the closet, opened the curtains, opened the window, drew the curtains, sat down on a chair.",CC0 (Public Domain Dedication),a0c73be165b34514,curtains_open_close;cloth_noise;chair_noise;environment_noise
003057.wav,toilet_flushing;running_water,Iphone 15,static,bathroom,"I flushed the toilet, turned on the water, washed my hands, turned off the water, and dried my hands.",CC0 (Public Domain Dedication),0758e3e003e3e5de,hand_washing;hand_drying
005595.wav,keyboard_typing;phone_ringing,Iphone 15 Pro,mobile,office,"I sit at my desk and start typing on my laptop keyboard. While I am typing, my phone begins ringing on the desk. I stop typing and pick up the phone.",CC0 (Public Domain Dedication),f9b9b8bbf3ef8ceb,chair_movement
002906.wav,toilet_flushing;running_water,iPhone 13,static,bathroom,"I flushed the toilet. Afterwards, I turned on the bathroom sink tap to wash my hands.","CC-BY 4.0 (Attribution License), Author: Luv Tripathi",b8e68fecda06986b,
003565.wav,keyboard_typing;bell_ringing;footsteps;door_open_close,Sunsung Galaxy_A10,static,bedroom,While I�m typing on the keyboard the bell rang and I went to the door to check and open it and close it after,"CC-BY 4.0 (Attribution License), Author: Mohammed Diae E Belaggoun",aa9f079cd1d5bf13,
004263.wav,vacuum_cleaner;keyboard_typing;phone_ringing,iPad A16,static,office,"Someone switched on the vacuum cleaner and I started typing the keyboard at my laptop. Suddenly, the phone was ringing one time, but I did not answer it. After it was ringing, I stoped typing and almost at the same time, also the vacuum cleaner was turned off.",CC0 (Public Domain Dedication),7b40d5a8b6214b2b,
005122.wav,footsteps;light_switch;keychain,moto g84 5G,mobile,living_room;hallway,"I walked to the apartment door, turned on the light, locked the door using my key and then went back and turned off the light.",CC0 (Public Domain Dedication),96942c2c1ec558f0,door_locking
001890.wav,door_open_close;light_switch;keyboard_typing;phone_ringing;footsteps,Samsung Galaxy S22,static,office,"I open the door, step in, close the door and turn on the light. After, I walk to my desk, sit down, where my phone rings and I begin typing.",CC0 (Public Domain Dedication),524bb56d9e31fb51,computer_fans;clothing_rustle;chair_settling
005639.wav,keyboard_typing;footsteps,Samsung Galaxy S21,static,bedroom,"I walked my chair back to sit down at my desk. Then I started typing on the keyboard. After I was done, I stood up from the desk by moving the chair backwards.","CC-BY 4.0 (Attribution License), Author: Zsófia Fanni Fazekas",01b2d1b15313afca,furniture_moving
000773.wav,wardrobe_drawer_open_close,Xiaomi Redmi 12,mobile,bedroom,"I opened my bedroom drawer, coughed while rummaging through it moving some small boxes, and then closed the drawer.","CC-BY 4.0 (Attribution License), Author: Ayaz Khadim",4e71d98807da66ac,coughing;boxes_moving
001227.wav,toilet_flushing;running_water,iphone 17 pro,static,bathroom,I flushed the toilet and then proceeded to wash my hands,CC0 (Public Domain Dedication),09dd6f21af0e9d75,towel_rustle;soap
003078.wav,running_water;cutlery_dishes,IPhone Xr,static,kitchen,I was washing the dishes after dinner in the kitchen.,CC0 (Public Domain Dedication),04d6c4738cd1814c,
005672.wav,coffee_machine;footsteps;cutlery_dishes;microwave,Apple iPhone 13 Pro,mobile,kitchen,"I used the coffee machine to prepare a coffee, then I walked to the dishes and took some plates. Afterwards I turned on the microwave.",CC0 (Public Domain Dedication),236eb29658e7721b,
003839.wav,toilet_flushing;running_water;door_open_close;footsteps;light_switch,Xiaomi 12 Lite,mobile,bathroom;hallway,"I flush the toilet and run the tap water. I press the soap bottle and wash my hands, then stop the water. I unlock and open the door, close it, walk, open and close the door again, and press the light switch.",CC0 (Public Domain Dedication),45eee4b6811d2fb3,soap_bootle;hand_washing;sniffling;door_unlocking
001480.wav,microwave;cutlery_dishes;wardrobe_drawer_open_close,Xiaomi Poco X3,mobile,kitchen,"Getting up from the kitchen table to the microwave, turning it off, getting the plate. Settnig the plate down, opening the drawer and get cuttlery, closing the drawer",CC0 (Public Domain Dedication),e399d2af2ac34c31,
001805.wav,vacuum_cleaner;footsteps,iPhone 12 Pro,mobile,living_room,I walked to the vacuum cleaner turned it on and cleaned the floor. After the floor was clean I turned it off and walked away.,CC0 (Public Domain Dedication),6c97dd4a3a34b55e,none
004313.wav,light_switch;door_open_close;running_water;footsteps;keychain,Redmi 14 5G,mobile,bathroom;hallway,"I turn on the light. open the door and enter the bathroom. I open the tap water to check how hot it is coming. As it is still cold, I walk out and search for my keys to go out.",CC0 (Public Domain Dedication),7927734e8f21eaff,
003572.wav,running_water;bell_ringing;phone_ringing,Sunsung Galaxy_A10,static,bathroom,While I was taking a shower the bell rang but I didn�t hear it after it stopped I got a couple of notification on my phone but I was still in the shower so after it my phone rang  while I was still taking a shower,"CC-BY 4.0 (Attribution License), Author: Mohammed Diae E Belaggoun",aa9f079cd1d5bf13,
004060.wav,footsteps;keychain;door_open_close,Redmi Note 12,mobile,hallway;bedroom,I walked in the hall to my room while I  was rotating my keychain in my hand and then used the key to open the room finally I closed the door.,"CC-BY 4.0 (Attribution License), Author: Omar Ashraf Abdallah Awad",bfbfb5dbe5e7ec22,
000745.wav,vacuum_cleaner;keyboard_typing;phone_ringing,Maono Fairy,static,office,"My roommate was vacuuming while I was typing at my desk, then my phone started ringing.","CC-BY 4.0 (Attribution License), Author: Ashutush Choudhury",a2bd055b71f607b6,
001575.wav,microwave;window_open_close;cutlery_dishes,HP OMEN by HP Laptop 16-c0xxx,static,kitchen,"Standing stationary in kitchen, microwave running in background, person handles dishes and cuttlery and then  moves to and opens a window.",CC0 (Public Domain Dedication),cfa64c91e883ce24,
000147.wav,wardrobe_drawer_open_close;keychain;footsteps,Samsung Galaxy S9+,mobile,bedroom,"I walked across the room toward the wardrobe. While moving, I opened a drawer to put my keychain inside, then closed it firmly. My footsteps continued throughout the recording as I moved back.","CC-BY 4.0 (Attribution License), Author: Ahmed Mohamed Abdallah Afifi Shahin",dca20a98a1bc6608,
003658.wav,keyboard_typing;phone_ringing;wardrobe_drawer_open_close,iPhone 13 Pro,static,office,"I typed on the keyboard at the desk while a ringing alert played. During the ringing, I opened and closed a drawer near the desk. All three target classes overlapped for a noticeable time interval.",CC0 (Public Domain Dedication),9489af293c7e34c2,
004196.wav,footsteps;window_open_close,Samsung Galaxy S21 FE,static,living_room,I walked over to the window to open it. The birds were chirping outside. ,CC0 (Public Domain Dedication),17a4b36e982d1582,birds_chirping
001905.wav,wardrobe_drawer_open_close;window_open_close,HUAWEI P20 PRO,mobile,bedroom,i open all the drawers door than i close them and then walk to the window and open it,CC0 (Public Domain Dedication),529c5d9e3b4c5eba,
002963.wav,light_switch;door_open_close;footsteps;toilet_flushing;running_water,iPad Air 2,mobile,bathroom,"The light was turned on and the bathroom door was opened. Footsteps continued into the room while the toilet was flushed and the tap was turned on with a slight delay, both overlapping.","CC-BY 4.0 (Attribution License), Author: Maksym Shramko",580868afc7bf8e44,white_noise
001429.wav,phone_ringing;door_open_close;light_switch;keychain;wardrobe_drawer_open_close,Samsung Galaxy A07,mobile,hallway;bedroom,"I walked down the hallway, opened my bedroom door and entered. I then turned on the light, kept my keys on the table and closed the door. Then I went over to my drawer, opened it, kept my wallet inside and closed it.","CC-BY 4.0 (Attribution License), Author: Ehtesham Hussein Ananda",05258090d55d16c5,washing_machine_spin;floor_creaking
002070.wav,footsteps;window_open_close;phone_ringing,iPhone 15 Pro Max,mobile,hallway;kitchen,"I approached a big window handle and turned it to open a window. After that I walked to a small window and closed it. Next, I sat on a bench and suddenly I got a phone call. I walked to the phone.",CC0 (Public Domain Dedication),d34c6a9343fbf006,chair_moving
003012.wav,bell_ringing;footsteps;keychain;door_open_close,Samsung Galaxy S21,mobile,living_room,"My door bell rang, so i walked to the door, took my keys, unlocked the door and opened it.",CC0 (Public Domain Dedication),bc93b21a8e7810e2,traffic_outside
001594.wav,toilet_flushing;running_water;light_switch;footsteps,Samsung Galaxy S25 Ultra,mobile,bathroom,"I flush the toilet then wash my hands on the sink, after that I turn of the light switch and walk away from the bathroom while you can hear rustling sounds from the pocket.","CC-BY 4.0 (Attribution License), Author: Erdis Çela",c87deaf884f10879,fabric_rustling
003891.wav,footsteps;toilet_flushing;door_open_close;vacuum_cleaner;running_water,Google Pixel 9a,mobile,toilet;hallway;bathroom,"I flushed the toilet, opened the toilet door, steped outside, closed the toilet door, went into the bathroom and washed my hands in the sink. For the whole recording someone vaacumed in the living room.",CC0 (Public Domain Dedication),7cefcee6f1c1f41a,breathing
004869.wav,footsteps;door_open_close;running_water;cutlery_dishes,Iphone 14,mobile,bedroom;kitchen,"I walked to the kitchen and opened the door. I turned on the tap and washed the dishes, then loaded them into the dishwasher.",CC0 (Public Domain Dedication),0c1c59b9d5eced32,
002434.wav,vacuum_cleaner;phone_ringing,ipad pro 4th gen,static,living_room,"I was cleaning the living room floor with a vacuum cleaner. While the vacuum was running, I heard my phone ringing on a nearby table. I eventually turned off the vacuum cleaner to pick up the call.(polyphony)",CC0 (Public Domain Dedication),0f8dd46239d73a0a,
002999.wav,toilet_flushing;running_water;door_open_close,iPhone 17 Pro,static,toilet,"I flushed the toilet and washed my hands afterwards, dried my hands before leaving the designated toilet room.",CC0 (Public Domain Dedication),eeb12b7ed714f500,
000758.wav,microwave;footsteps;phone_ringing,iphone_17pro,mobile,kitchen,"in kitchen , I was heating up my food in microwave but suddenly I got a call",CC0 (Public Domain Dedication),922fad41ef667aad,
003573.wav,running_water;cutlery_dishes;phone_ringing,Sunsung Galaxy_A10,static,kitchen,While I was cleaning the dishes using a running water from the kitchen sink my phone rang,"CC-BY 4.0 (Attribution License), Author: Mohammed Diae E Belaggoun",aa9f079cd1d5bf13,
000696.wav,keyboard_typing;coffee_machine,Iphone 11 Pro,static,room,I was typing on my keyboard while coffee machine was making coffee,"CC-BY 4.0 (Attribution License), Author: Artem Myshchyshyn",e3febb3e706f855f,mouse_click
000395.wav,footsteps;door_open_close;window_open_close,Samsung Galaxy Z Flip 5,mobile,bedroom,"I walked to the room door and opened it, then walked to the window and opened it. After taking fresh air I closed the window and started walking away from the window.",CC0 (Public Domain Dedication),e07525ce675f511e,
002422.wav,footsteps;keychain;door_open_close,iPhone 15 Pro,mobile,hallway,"I went to my front housedoor, grabbed my keys and unlocked the door. Then I opened the door and got into my house. The door fell into its lock again. I carried my phone with me.",CC0 (Public Domain Dedication),a40d578fc3f26400,birds_singing;door_lock_unlock
000019.wav,wardrobe_drawer_open_close;cutlery_dishes;running_water;footsteps,iphone_13,static,kitchen,"i opened the kithcen drawer, took out cutleries,walked to the tap,  turned on the tap, washed the cutleries, placed the cutleris on top of the table top.",CC0 (Public Domain Dedication),277b1118a6946325,table_top
001171.wav,footsteps;coffee_machine;cutlery_dishes;phone_ringing,Xiaomi Mi A3,mobile,kitchen;hallway,"I walked to the coffee machine, put a cup on it, and turned it on. While the coffee was brewing, I sorted some cutlery. My phone started ringing so I walked towards it. When I reached, it stopped and received a notification.",CC0 (Public Domain Dedication),23f71b201176dc2e,
003368.wav,footsteps;door_open_close;running_water,iPhone 14,mobile,hallway;bathroom,I walked down the hallway to the bathroom and opened the door. Turned on the tap to wash my hand. Then turn it off. The wash machine was active during this time,CC0 (Public Domain Dedication),0d58c1c41c2a582a,washing_machine
003691.wav,cutlery_dishes;wardrobe_drawer_open_close,Iphone 12,static,kitchen,"take cultery, then open drawer and close it",CC0 (Public Domain Dedication),9291ddae7442589b,
004920.wav,cutlery_dishes;phone_ringing,Samsung Galaxy Z Fold6,static,kitchen,I started putting a plate and a few clean utensils. In the middle of doing so someone called me.,CC0 (Public Domain Dedication),10cb1d778565bd13,
005157.wav,microwave;wardrobe_drawer_open_close,Xiaomi14T,static,kitchen;bedroom,I interacted with a wardrobe by opening and closing its doors. Shortly afterward a microwave was used. The sounds occur sequentially in the scene.,CC0 (Public Domain Dedication),930958ba74fa3281,
000404.wav,light_switch;door_open_close;running_water;toilet_flushing,Samsung Galaxy A54,mobile,bathroom,"I turned the light on, walked inside the bathroom, door closed, washed my hands, turned on my beard trimmer, washed my hands again then flushed the toilet.","CC-BY 4.0 (Attribution License), Author: Altin Jusufi",cdb0e502ba22f06f,beard_trimmer
004124.wav,keychain;bell_ringing;phone_ringing,Vivo V2027,static,hallway,"I was spining my keys in the hand while pressing on the door bell. I was waiting for door to open all the while my phone was ringing with a notification that timer is up, which ment that i'm late for dinner.",CC0 (Public Domain Dedication),798629fa8d2a5d23,
005644.wav,footsteps;door_open_close;cutlery_dishes,Samsung Galaxy S21,mobile,kitchen,"I went to the kitchen and approached the fridge. I opened the fridge door to look inside, then I closed it after a few seconds. Then I walked out of thew kitchen.","CC-BY 4.0 (Attribution License), Author: Zsófia Fanni Fazekas",01b2d1b15313afca,
003650.wav,footsteps;keychain;door_open_close;light_switch,iPhone 13 Pro,mobile,hallway,"I walked in the hallway while carrying keys. The keychain jingled before I opened and closed the door. After a few more steps, I switched the light on and then sat down on the couch.",CC0 (Public Domain Dedication),9489af293c7e34c2,couch_sitting
004829.wav,keyboard_typing;wardrobe_drawer_open_close,iPhone 15 Pro,mobile,office,"I typed on my laptop keyboard while opening and closing a drawer. Then after a pause, I typed again, and stopped. Then I opened and closed another drawer. (has polyphony)","CC-BY 4.0 (Attribution License), Author: Simon Gao",e7b2541fca16de1f,paper_sound
005258.wav,keyboard_typing;wardrobe_drawer_open_close,HP Notebook,mobile,office,"I typed on the keyboard, opened a drawer to get some paper and typed again.",CC0 (Public Domain Dedication),7bbea876ef19083f,drawer_search_noise;paper_handling
001591.wav,phone_ringing;footsteps;keyboard_typing,Samsung Galaxy S25 Ultra,static,bedroom,"My phone recieves a notification, walk over to where the phone is and move my chair to sit down,the I type a short message on the keyboard.","CC-BY 4.0 (Attribution License), Author: Erdis Çela",c87deaf884f10879,chair_moving
001166.wav,window_open_close;keyboard_typing;wardrobe_drawer_open_close,iPhone 14,static,office,"I opened the window and rolled my office chair back to the desk. I typed on my computer, occasionally clicking the mouse. I then opened a drawer, grabbed a stapler, stapled some documents together, placed it back and closed the drawer.",CC0 (Public Domain Dedication),23f71b201176dc2e,chair_rolling;mouse_clicking;paper_handling;staple_paper
002475.wav,light_switch;toilet_flushing;running_water,Iphone 15 Plus,mobile,bathroom,"I entered the restroom and turned on the light. Afterwards I flushed the toilet, and furthermore proceeded to wash my hands in the sink. Then I dried my hands off with a towel.",CC0 (Public Domain Dedication),0ad56db2216ace6f,hand_towel
004068.wav,microwave;cutlery_dishes;phone_ringing,iPhone 13 Pro,static,kitchen,"I opened the microwave door, put my cup inside, then closed the door and started. After it finished I took my cup, closed the door, then put the cup on the table and started stirring it using a spoon. A phone was ringing in the background.",CC0 (Public Domain Dedication),46973905f4553f86,microwave_open_close
001598.wav,bell_ringing;phone_ringing;keychain;footsteps,Samsung Galaxy S25 Ultra,mobile,bedroom,"The doorbell rings from outside, I then walk towards the door with my keys in my hand and then my phone starts to ring at the same time.","CC-BY 4.0 (Attribution License), Author: Erdis Çela",c87deaf884f10879,
005117.wav,footsteps;coffee_machine;window_open_close,Apple iPhone 16 Pro,mobile,kitchen;living_room,I went to the kitchen and started the coffee machine. I went to the window and opened it.,CC0 (Public Domain Dedication),d95eb5f52a3416a4,
003766.wav,footsteps;door_open_close;light_switch;running_water,Apple iPhone 14 Pro Max,mobile,toilet,"I walked toward the bathroom, opened the door, and entered. After closing the door, I turned on the light switch and washed my hands at the sink. I finished by turning off the light switch and leaving the room.",CC0 (Public Domain Dedication),019ed7776ccbba70,faucet_open_close
005643.wav,phone_ringing,Samsung Galaxy S21,static,bedroom,"My phone started ringing. I did not answer it for a short period of time, then I picked up.","CC-BY 4.0 (Attribution License), Author: Zsófia Fanni Fazekas",01b2d1b15313afca,
004185.wav,bell_ringing;footsteps;light_switch,iPhone-14-Pro,mobile,hallway,My brother rang the door and I opened it for him,"CC-BY 4.0 (Attribution License), Author: Paul Breburda",cc4b2ec22d474544,talking
002928.wav,keyboard_typing,FIFINE K669B,static,living_room,I was typing a message on the keyboard and loudly inhaled with my nose,CC0 (Public Domain Dedication),9187c88d2f9eee05,nose_inhale
005199.wav,footsteps;keyboard_typing;cutlery_dishes,iPhone 16,static,office,"I entered the office, sat down and rolled to the desk. Then I started typing on the keyboard and clicked to close the task. I stirred the coffee in a mug with a spoon, lifted the mug, took a sip and placed it back on the desk.",CC0 (Public Domain Dedication),7fa27192393a0df3,sitting_down;chair_rolling;mouse_clicking;slurping
001158.wav,vacuum_cleaner;footsteps,iPhone 13 mini,static,kitchen,I was vacuuming my kitchen.,CC0 (Public Domain Dedication),f087ff9a77c6216d,breathing;floor_creaking
002371.wav,running_water;door_open_close;toilet_flushing,iPhone 14 Pro Max,mobile,bathroom,I opened the door to the bathroom while the shower was running. I closed the toilet seat flushed it and went out again.,CC0 (Public Domain Dedication),9516e3c382279ffd,toilet_seat_close
003647.wav,cutlery_dishes;running_water,iphone 15,static,kitchen,"I put the dishes in the kitchen sink, opened the water tap, and started washing them.",CC0 (Public Domain Dedication),e0ff3d6a30d200c5,
002609.wav,footsteps;microwave;cutlery_dishes,iPhone_14,static,pantry,"I walked into the pantry and opened the fridge. After finding nothing, I went over to the counter and grabbed the available food on the plate. I opened the microwave and reheated the food. After that, I took the plate off the microwave.",CC0 (Public Domain Dedication),95b6ce2bf82d8213,fridge_open_close;plate_clink
003742.wav,footsteps;coffee_machine,iPhone 16 pro max,mobile,kitchen,I walked towards the coffee machine. I pressed the button to make coffee and waited.,CC0 (Public Domain Dedication),5803ccd31aaa2d65,mug_being_placed_on_coffee_machine
002005.wav,wardrobe_drawer_open_close;microwave;cutlery_dishes,Redmi Note 13,static,kitchen,"I grabbed a plate from the drawer, put a steak on it and stuffed it in the microwave for a minute.",CC0 (Public Domain Dedication),5ee5c718cb9099f6,
